Number	Path	Coordinates
772;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
773;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
774;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-38.22982;y=;27
775;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
776;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
777;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
778;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
779;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
780;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
781;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
782;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
783;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;29.11158;y=;8.311584
784;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;31;y=;10.2
785;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
786;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
787;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
788;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
789;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
790;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
791;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
792;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
793;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
794;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.400002;y=;-13.96688
795;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
796;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
797;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
798;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
799;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
800;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
801;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
802;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
803;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
804;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
805;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
806;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
807;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
808;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
809;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
810;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
811;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15.4;y=;-2.148008
812;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;29.55391;y=;12.44609
813;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
814;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
815;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
816;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
817;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
818;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
819;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
820;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
821;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
822;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
823;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-38.41419;y=;27
824;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;7.002106;y=;10.1979
825;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
826;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-9.733303;y=;-21.73331
827;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
828;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
829;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
830;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
831;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
832;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
833;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
834;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
835;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
836;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
837;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
838;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
839;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
840;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
841;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
842;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
843;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
844;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
845;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-43.7289;y=;17.0711
846;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
847;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
848;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
849;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
850;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
851;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
852;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
853;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
854;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
855;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
856;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
857;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
858;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
859;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
860;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
861;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
862;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
863;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
864;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
865;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-24.32415;y=;-25.8
866;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-24.63397;y=;-29.36603
867;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.199997;y=;-25.8
868;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;33.4;y=;8.126024
869;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
870;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.199997;y=;23.30915
871;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
872;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
873;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
874;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
875;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
876;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
877;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
878;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
879;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;6.161064;y=;6.200005
880;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
881;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
882;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
883;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
884;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
885;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
886;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
887;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
888;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
889;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
890;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
891;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
892;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
893;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
894;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
895;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
896;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
897;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
898;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
899;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
900;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-19.09654;y=;23.30346
901;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
902;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
903;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
904;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
905;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
906;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
907;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
908;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-40.98079;y=;9.419209
909;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
910;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-24.58545;y=;-27.01455
911;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-24.77228;y=;-28.42772
912;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;28.34937;y=;-1.549371
913;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
914;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
915;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
916;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
917;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
918;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;51;y=;-23.91383
919;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
920;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
921;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
922;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
923;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-38.62061;y=;27
924;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-7.1329;y=;25.1329
925;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
926;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
927;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
928;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
929;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-43.4;y=;14.38895
930;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-32.2;y=;24.22264
931;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
932;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
933;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-41;y=;7
934;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-21;y=;-29.7
935;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-41;y=;9.400002
936;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
937;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
938;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
939;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
940;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-19.4;y=;23
941;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
942;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
943;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
944;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
945;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
946;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
947;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
948;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
949;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
950;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
951;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-37.95682;y=;27
952;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
953;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
954;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
955;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
956;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
957;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
958;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-31.18476;y=;26.41524
959;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
960;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
961;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
962;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;55.8;y=;7.800003
963;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
964;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
965;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
966;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
967;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-23.80064;y=;-27.79935
968;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-23.84188;y=;-28.55812
969;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
970;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
971;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
972;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-14.20198;y=;23.8
973;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
974;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
975;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
976;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;8.920532;y=;6.200005
977;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;11;y=;0.5999985
978;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-34.65443;y=;-28.14557
979;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-21;y=;-29.7
980;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
981;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-21;y=;-26.54157
982;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-21;y=;-27.54095
983;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
984;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
985;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
986;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
987;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
988;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
989;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
990;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
991;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
992;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
993;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
994;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
995;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
996;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
997;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
998;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
999;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;7;y=;6.200005
